IATA,Lat,Lon,Country,Continent
MUH,31.325399400000002,27.22170067,Egypt,Africa
MUI,40.434799,-76.569397,United States,North America
MUK,-20.13610077,-157.34500119999998,Cook Islands,Oceania
MUN,9.754529952999999,-63.147399899999996,Venezuela,South America
MUO,43.043597999999996,-115.872002,United States,North America
MUR,4.1789798739999995,114.3290024,Malaysia,Asia
MUS,24.28969955,153.9790039,Japan,Asia
MUW,35.20769882,0.147141993,Algeria,Africa
MUX,30.20319939,71.41909790000001,Pakistan,Asia
MUZ,-1.5030000000000001,33.8021,Tanzania,Africa
MVA,65.65579987,-16.91810036,Iceland,Europe
MVB,-1.6561599969999998,13.43799973,Gabon,Africa
MVD,-34.838402,-56.0308,Uruguay,South America
MVF,-5.201920032,-37.36429977,Brazil,South America
MVL,44.534599299999996,-72.61399841,United States,North America
MVP,1.25366,-70.2339,Colombia,South America
MVQ,53.95489883,30.095100399999996,Belarus,Europe
MVR,10.4513998,14.25739956,Cameroon,Africa
MVS,-18.048900600000003,-39.86420059,Brazil,South America
MVT,-14.86810017,-148.71699519999999,French Polynesia,Oceania
MVV,45.82080078,6.6522197720000005,France,Europe
MVW,48.47090149,-122.4209976,United States,North America
MVY,41.39310074,-70.61430359,United States,North America
MVZ,-20.05529976,30.85910034,Zimbabwe,Africa
MWA,37.75500107,-89.01110077,United States,North America
MWC,43.110401,-88.034401,United States,North America
MWD,32.56309891,71.57070159999999,Pakistan,Asia
MWE,18.44333333,31.84333333,Sudan,Africa
MWF,-15.0,168.0829926,Vanuatu,Oceania
MWH,47.20769882,-119.3199997,United States,North America
MWK,3.348119974,106.25800320000002,Indonesia,Asia
MWL,32.78160095,-98.06020355,United States,North America
MWQ,20.1656,94.941399,Myanmar,Asia
MWX,34.991406,126.382814,"Korea, Republic of",Asia
MWZ,-2.444489956,32.93270111,Tanzania,Africa
MXB,-2.55803,120.32399699999999,Indonesia,Asia
MXF,32.3829,-86.365799,United States,North America
MXH,-6.363329887000001,143.23800659999998,Papua New Guinea,Oceania
MXI,6.949091,126.27368,Philippines,Asia
MXJ,9.652170181,6.462259769,Nigeria,Africa
MXL,32.6306,-115.241997,Mexico,North America
MXM,-21.75390053,43.37549973,Madagascar,Africa
MXN,48.60319901,-3.8157799239999997,France,Europe
MXP,45.6306,8.728110000000001,Italy,Europe
MXS,-13.74230003,-172.2579956,Samoa,Oceania
MXT,-18.049999,44.033001,Madagascar,Africa
MXV,49.66329956,100.09899899999999,Mongolia,Asia
MXX,60.957901,14.5114,Sweden,Europe
MXZ,24.35000038,116.13300320000002,China,Asia
MYA,-35.89780045,150.14399719999997,Australia,Oceania
MYB,-3.4584197999999997,10.67407608,Gabon,Africa
MYC,10.24997807,-67.64942169,Venezuela,South America
MYD,-3.229310036,40.10169983,Kenya,Africa
MYE,34.07360077,139.5599976,Japan,Asia
MYG,22.379499,-73.013494,Bahamas,North America
MYI,-9.916669846,144.05499269999999,Australia,Oceania
MYJ,33.82720184,132.6999969,Japan,Asia
MYL,44.88970184,-116.10099790000001,United States,North America
MYP,37.6194,61.896702000000005,Turkmenistan,Asia
MYQ,12.23,76.655833,India,Asia
MYR,33.67969894,-78.92829895,United States,North America
MYT,25.38360023,97.35189819,Myanmar,Asia
MYU,60.37139893,-166.2709961,United States,North America
MYV,39.09780121,-121.5699997,United States,North America
MYW,-10.33909988,40.18180084,Tanzania,Africa
MYY,4.32201004,113.98699950000001,Malaysia,Asia
MYZ,-14.08360004,34.91970062,Malawi,Africa
MZB,-11.36180019,40.35490036,Mozambique,Africa
MZG,23.56870079,119.62799840000002,Taiwan,Asia
MZH,40.829399,35.521999,Turkey,Asia
MZI,14.51280022,-4.079559803,Mali,Africa
MZJ,32.51060104,-111.32800290000002,United States,North America
MZK,2.058609962,173.2709961,Kiribati,Oceania
MZL,5.0296,-75.4647,Colombia,South America
MZM,49.07170105,6.131669998,France,Europe
MZO,20.28809929,-77.08920288,Cuba,North America
MZP,-41.12329865,172.9889984,New Zealand,Oceania
MZQ,-27.62610054,32.04430008,South Africa,Africa
MZR,36.70690155,67.20970154,Afghanistan,Asia
MZT,23.16139984,-106.26599879999999,Mexico,North America
MZU,26.11910057,85.31369781,India,Asia
MZV,4.04832983,114.8050003,Malaysia,Asia
MZW,33.53590012,-0.24235300699999998,Algeria,Africa
NAA,-30.31920052,149.82699590000001,Australia,Oceania
NAC,-36.98529816,140.7250061,Australia,Oceania
NAG,21.09219933,79.04720306,India,Asia
NAH,3.683209896,125.52799990000001,Indonesia,Asia
NAI,3.959439993,-59.12419891,Guyana,South America
NAJ,39.18880081,45.45840073,Azerbaijan,Asia
NAK,14.94950008,102.31300350000001,Thailand,Asia
NAL,43.51290131,43.63660049,Russia,Europe
NAM,-3.235569954,127.09999850000001,Indonesia,Asia
NAN,-17.7553997,177.4429932,Fiji,Oceania
NAO,30.79545,106.1626,China,Asia
NAP,40.886002000000005,14.2908,Italy,Europe
NAQ,77.48860168,-69.38870239,Greenland,North America
NAS,25.03899956,-77.46620178,Bahamas,North America
NAT,-5.768056,-35.376111,Brazil,South America
NAU,-14.17679977,-141.2669983,French Polynesia,Oceania
NAV,38.7719,34.5345,Turkey,Asia
NAW,6.519919872000001,101.74299620000001,Thailand,Asia
NAY,39.78279877,116.38800049999999,China,Asia
NBC,55.56470108,52.09249878,Russia,Europe
NBE,36.075833,10.438611,Tunisia,Africa
NBG,29.82530022,-90.03500366,United States,North America
NBN,-1.410277,5.621944,Equatorial Guinea,Africa
NBO,-1.319239974,36.92779922,Kenya,Africa
NBS,42.066944,127.602222,China,Asia
NBW,19.90649986,-75.20709991,Cuba,North America
NBX,-3.36818,135.496002,Indonesia,Asia
NCA,21.9175,-71.939598,Turks and Caicos Islands,North America
NCE,43.65840149,7.215869904,France,Europe
NCG,30.3974,-107.875,Mexico,North America
NCJ,-30.9575,-61.5283,Argentina,South America
NCL,55.03749847,-1.691669941,United Kingdom,Europe
NCN,60.07730103,-147.9920044,United States,North America
NCO,41.597099299999996,-71.41210175,United States,North America
NCR,11.13339996,-84.76999664,Nicaragua,North America
NCS,-27.77059937,29.976900099999998,South Africa,Africa
NCU,42.48839951,59.62329865,Uzbekistan,Asia
NCY,45.930833299999996,6.106388900000001,France,Europe
NDB,20.93309975,-17.03000069,Mauritania,Africa
NDC,19.18330002,77.3167038,India,Asia
NDD,-11.16790009,13.84749985,Angola,Africa
NDG,47.23960114,123.9179993,China,Asia
NDJ,12.1337,15.034,Chad,Africa
NDN,-9.143555556,147.68425,Papua New Guinea,Oceania
NDR,34.98880005,-3.028209925,Morocco,Africa
NDU,-17.956499100000002,19.71940041,Namibia,Africa
NDY,59.25030136,-2.576669931,United Kingdom,Europe
NEC,-38.4831,-58.8172,Argentina,South America
NEG,18.34280014,-78.33209991,Jamaica,North America
NEL,40.03329849,-74.353302,United States,North America
NER,56.91389847,124.91400149999998,Russia,Europe
NEU,20.41839981,104.06700129999999,Lao People's Democratic Republic,Asia
NEV,17.20569992,-62.58990097,Saint Kitts and Nevis,North America
NEW,30.04240036,-90.02829742,United States,North America
NFG,61.10829926,72.65000153,Russia,Europe
NFL,39.41659927,-118.70099640000001,United States,North America
NFO,-15.57079983,-175.6329956,Tonga,Oceania
NGA,-34.25559998,148.24800109999998,Australia,Oceania
NGB,29.82670021,121.461998,China,Asia
NGD,18.72719955,-64.32969666,British Virgin Islands,North America
NGE,7.357009887999999,13.55920029,Cameroon,Africa
NGF,21.45050049,-157.7680054,United States,North America
NGI,-18.11560059,179.33999630000002,Fiji,Oceania
NGK,51.780102,143.13900800000002,Russia,Europe
NGO,34.85839844,136.80499269999999,Japan,Asia
NGQ,32.1,80.05305556,China,Asia
NGS,32.91690063,129.91400149999998,Japan,Asia
NGU,36.937599,-76.289299,United States,North America
NGX,28.641399,84.089203,Nepal,Asia
NGZ,37.78889847,-122.3199997,United States,North America
NHA,12.2275,109.192001,Vietnam,Asia
NHD,25.02680016,55.36619949,United Arab Emirates,Asia
NHK,38.285999,-76.41179699999999,United States,North America
NHT,51.5530014,-0.418166995,United Kingdom,Europe
NHV,-8.795599937,-140.2290039,French Polynesia,Oceania
NHZ,43.89220047,-69.93859863,United States,North America
NIB,63.0186,-154.358002,United States,North America
NIG,-1.314440012,176.41000369999998,Kiribati,Oceania
NIM,13.4815,2.18361,Niger,Africa
NIO,-2.717499971,17.68470001,Congo,Africa
NIP,30.2358,-81.680603,United States,North America
NIS,-2.662222222,151.99777780000002,Papua New Guinea,Oceania
NIT,46.313477,-0.394529,France,Europe
NIU,-16.1191,-146.3683,French Polynesia,Oceania
NJA,35.45460129,139.4499969,Japan,Asia
NJC,60.94929886,76.4835968,Russia,Europe
NJF,31.989853000000004,44.404317,Iraq,Asia
NJK,32.829201,-115.671996,United States,North America
NKB,-18.49469948,124.85199740000002,Australia,Oceania
NKC,18.31,-15.969722199999998,Mauritania,Africa
NKG,31.74200058,118.86199950000001,China,Asia
NKM,35.25500107,136.923996,Japan,Asia
NKT,37.3647,42.0582,Turkey,Asia
NKW,-7.313269999999999,72.411102,British Indian Ocean Territory,Asia
NKX,32.86840057,-117.1429977,United States,North America
NLA,-12.99810028,28.66489983,Zambia,Africa
NLC,36.33300018,-119.95200349999999,United States,North America
NLD,27.44389915,-99.57050323,Mexico,North America
NLF,-9.583330154,143.7669983,Australia,Oceania
NLG,56.00749969,-161.16000369999998,United States,North America
NLH,27.5403,100.7593,China,Asia
NLI,53.154999,140.649994,Russia,Europe
NLK,-29.04159927,167.9389954,Norfolk Island,Oceania
NLO,-4.326660156,15.32750034,Congo,Africa
NLP,-25.5,30.91379929,South Africa,Africa
NLT,43.4318,83.3786,China,Asia
NLV,47.05789948,31.919799800000003,Ukraine,Europe
NMA,40.98460007,71.55670166,Uzbekistan,Asia
NMB,20.43440056,72.84320068,India,Asia
NMC,24.59429932,-76.82019806,Bahamas,North America
NME,60.47100067,-164.701004,United States,North America
NMS,20.89049911,97.73590088,Myanmar,Asia
NMT,23.083000000000002,97.383003,Myanmar,Asia
NNA,34.298900599999996,-6.595880032,Morocco,Africa
NNB,-10.847994,162.45410800000002,Solomon Islands,Oceania
NNG,22.60829926,108.17199709999998,China,Asia
NNL,59.98020172,-154.8390045,United States,North America
NNM,67.63999939,53.12189865,Russia,Europe
NNR,53.230300899999996,-9.467780113,Ireland,Europe
NNT,18.80789948,100.78299709999999,Thailand,Asia
NNX,4.133333333,117.66666670000001,Indonesia,Asia
NNY,32.980801,112.614998,China,Asia
NOA,-34.94889832,150.5370026,Australia,Oceania
NOB,9.976490021,-85.65299988,Costa Rica,North America
NOC,53.91030121,-8.818490028,Ireland,Europe
NOD,53.63305664,7.190278052999999,Germany,Europe
NOG,31.22610092,-110.97599790000001,Mexico,North America
NOJ,63.18330002,75.26999664,Russia,Europe
NON,-0.63972199,174.4279938,Kiribati,Oceania
NOP,42.01580048,35.06639862,Turkey,Asia
NOR,65.13189697,-13.74639988,Iceland,Europe
NOS,-13.31210041,48.31480026,Madagascar,Africa
NOT,38.14360046,-122.5559998,United States,North America
NOU,-22.01460075,166.2129974,New Caledonia,Oceania
NOV,-12.80889988,15.76049995,Angola,Africa
NOZ,53.811401000000004,86.877197,Russia,Europe
NPA,30.35269928,-87.31860352,United States,North America
NPE,-39.465801,176.869995,New Zealand,Oceania
NPL,-39.00859833,174.1790009,New Zealand,Oceania
NPO,-0.34886899600000004,111.7480011,Indonesia,Asia
NPR,-7.125833,-55.400833,Brazil,South America
NQA,35.356701,-89.8703,United States,North America
NQI,27.50720024,-97.80970001,United States,North America
NQN,-38.949001,-68.15570100000001,Argentina,South America
NQT,52.91999817,-1.0791699890000002,United Kingdom,Europe
NQU,5.6964,-77.2806,Colombia,South America
NQX,24.57579994,-81.68890381,United States,North America
NQY,50.44060135,-4.995409966,United Kingdom,Europe
NRA,-34.70220184,146.51199340000002,Australia,Oceania
NRB,30.39109993,-81.42469788,United States,North America
NRD,53.70694351,7.230000018999999,Germany,Europe
NRE,-3.8548,126.7012,Indonesia,Asia
NRK,58.58629989999999,16.25060081,Sweden,Europe
NRL,59.36750031,-2.434439898,United Kingdom,Europe
NRN,51.60240173,6.142169952000001,Germany,Europe
NRR,18.24530029,-65.6434021,Puerto Rico,North America
NRT,35.76470184,140.3860016,Japan,Asia
NSE,30.724199300000002,-87.02189636,United States,North America
NSH,36.66329956,51.46469879,Iran,Asia
NSI,3.7225599289999995,11.5532999,Cameroon,Africa
NSK,69.31109619,87.3321991,Russia,Europe
NSN,-41.2983017,173.220993,New Zealand,Oceania
NSO,-32.03720093,150.8320007,Australia,Oceania
NST,8.539620399,99.94470215,Thailand,Asia
NSY,37.401699,14.9224,Italy,Europe
NTB,59.565701000000004,9.21222,Norway,Europe
NTD,34.12030029,-119.1210022,United States,North America
NTE,47.15319824,-1.6107300519999999,France,Europe
NTI,-2.1033,133.5164,Indonesia,Asia
NTL,-32.79499817,151.8339996,Australia,Oceania
NTN,-17.684089999999998,141.069664,Australia,Oceania
NTQ,37.29309845,136.9620056,Japan,Asia
NTR,25.865601,-100.23700000000001,Mexico,North America
NTT,-15.977297,-173.791089,Tonga,Oceania
NTU,36.820702000000004,-76.033501,United States,North America
NTX,3.9087099999999997,108.38799999999999,Indonesia,Asia
NTY,-25.33379936,27.17340088,South Africa,Africa
NUE,49.498699,11.078056,Germany,Europe
NUI,70.20999908,-151.0059967,United States,North America
NUK,-19.28499985,-138.7720032,French Polynesia,Oceania
NUL,64.729301,-158.074005,United States,North America
NUQ,37.4161,-122.04900400000001,United States,North America
NUS,-16.0797,167.401001,Vanuatu,Oceania
NUW,48.351799,-122.655998,United States,North America
NUX,66.06939697,76.52030182,Russia,Europe
NVA,2.95015,-75.294,Colombia,South America
NVI,40.11719894,65.17079926,Uzbekistan,Asia
NVK,68.43689728,17.38669968,Norway,Europe
NVP,-5.118030071000001,-60.36489868,Brazil,South America
NVS,47.00260162,3.113329887,France,Europe
NVT,-26.879998999999998,-48.651402000000004,Brazil,South America
NWA,-12.29810047,43.76639938,Comoros,Africa
NWI,52.67580032,1.282780051,United Kingdom,Europe
NXX,40.19979858,-75.14820099,United States,North America
NYA,62.110001000000004,65.614998,Russia,Europe
NYE,-0.364414006,36.97848511,Kenya,Africa
NYI,7.361830235,-2.328759909,Ghana,Africa
NYK,-0.062398899,37.041008000000005,Kenya,Africa
NYM,65.48090363,72.69889832,Russia,Europe
NYO,58.78860092,16.91220093,Sweden,Europe
NYR,63.294998,118.336998,Russia,Europe
NYT,19.623501,96.20099599999999,Myanmar,Asia
NYU,21.17880058,94.93019867,Myanmar,Asia
NYW,22.221638000000002,95.093479,Myanmar,Asia
NZA,-7.716939926,21.35820007,Angola,Africa
NZC,-14.85400009,-74.96150208,Peru,South America
NZE,7.8060193060000005,-8.701797485,Guinea,Africa
NZH,49.566666999999995,117.33,China,Asia
NZJ,33.67610168,-117.7310028,United States,North America
NZL,47.865833,122.767503,China,Asia
NZY,32.69919968,-117.2149963,United States,North America
OAA,33.9225,69.07722222,Afghanistan,Asia
OAG,-33.38169861,149.1329956,Australia,Oceania
OAH,33.391300199999996,62.26100159,Afghanistan,Asia
OAI,34.94609833,69.26499939,Afghanistan,Asia
OAJ,34.82920074,-77.61209869,United States,North America
OAK,37.721298,-122.221001,United States,North America
OAL,-11.495999999999999,-61.4508,Brazil,South America
OAM,-44.97000122,171.0820007,New Zealand,Oceania
OAR,36.68190002,-121.762001,United States,North America
OAS,33.12575,68.83851700000001,Afghanistan,Asia
OAX,16.99990082,-96.72660065,Mexico,North America
OAZ,31.86380005,64.22460175,Afghanistan,Asia
OBC,11.96700001,43.26699829,Djibouti,Africa
OBE,27.26280022,-80.84980011,United States,North America
OBF,48.081402000000004,11.2831,Germany,Europe
OBL,51.264702,4.75333,Belgium,Europe
OBN,56.46350098,-5.399670124,United Kingdom,Europe
OBO,42.73329926,143.21699519999999,Japan,Asia
OBS,44.544203,4.372192,France,Europe
OBU,66.91230011,-156.8970032,United States,North America
OBY,70.48822882,-21.97167993,Greenland,North America
OCA,25.3253994,-80.27480316,United States,North America
OCC,-0.462886006,-76.98680115,Ecuador,South America
OCF,29.17259979,-82.22419739,United States,North America
OCJ,18.404199600000002,-76.96900177,Jamaica,North America
OCM,-22.54,117.275,Australia,Oceania
OCN,33.21730042,-117.3539963,Australia,Oceania
OCV,8.31506,-73.3583,Colombia,South America
OCW,35.57049942,-77.04979706,United States,North America
ODB,37.84199905,-4.848879814,Spain,Europe
ODE,55.47669983,10.33090019,Denmark,Europe
ODH,51.23410034,-0.942825019,United Kingdom,Europe
ODN,3.9670000080000003,115.0500031,Malaysia,Asia
ODO,57.86610031,114.24299620000001,Russia,Europe
ODS,46.42679977,30.67650032,Ukraine,Europe
ODY,20.6826992,101.99400329999999,Lao People's Democratic Republic,Asia
OEL,52.93470001,36.00220108,United States,North America
OEM,3.345279932,-55.44250107,Suriname,South America
OER,63.40829849,18.98999977,Sweden,Europe
OES,-40.7512,-65.0343,Argentina,South America
OFF,41.11830139,-95.91249847,United States,North America
OFK,41.98550034,-97.43509674,United States,North America
OGB,33.45679855,-80.85949707,United States,North America
OGD,41.19589996,-112.012001,United States,North America
OGG,20.8986,-156.429993,United States,North America
OGL,6.80628,-58.1059,Guyana,South America
OGN,24.46689987,122.97799679999999,Japan,Asia
OGS,44.68190002,-75.46549988,United States,North America
OGU,40.966046999999996,38.080994,Turkey,Asia
OGX,31.91720009,5.412779808,Algeria,Africa
OGZ,43.20510101,44.60660172,Russia,Europe
OHA,-40.20600128,175.38800049999998,New Zealand,Oceania
OHD,41.18,20.7423,Macedonia,Europe
OHE,52.91277778,122.43,China,Asia
OHO,59.4100647,143.0565033,Russia,Europe
OHS,24.386039999999998,56.625409999999995,Oman,Asia
OIA,-6.763100147,-51.04990005,Brazil,South America
OIM,34.7820015,139.3600006,Japan,Asia
OIR,42.07170105,139.43299869999998,Japan,Asia
OIT,33.47940063,131.73699950000002,Japan,Asia
OJC,38.84759903,-94.73760223,United States,North America
OKA,26.19580078,127.6460037,Japan,Asia
OKC,35.39310074,-97.60070038,United States,North America
OKD,43.117447,141.38134,Japan,Asia
OKE,27.42550087,128.701004,Japan,Asia
OKF,-19.14920044,15.91189957,Namibia,Africa
OKI,36.18109894,133.3249969,Japan,Asia
OKJ,34.75690079,133.8549957,Japan,Asia
OKK,40.52819824,-86.05899811,United States,North America
OKL,-4.9071,140.6277,Indonesia,Asia
OKM,35.66809845,-95.94869995,United States,North America
OKN,-0.665214002,13.67310047,Gabon,Africa
OKO,35.74850082,139.34800719999998,Japan,Asia
OKR,-9.752801,143.405673,Australia,Oceania
OKU,-18.81279945,17.05940056,Namibia,Africa
OKY,-27.41139984,151.7350006,Australia,Oceania
OLA,63.69889832,9.604000092,Norway,Europe
OLB,40.898701,9.51763,Italy,Europe
OLC,-3.467929508,-68.92041206,Brazil,South America
OLF,48.0945015,-105.5749969,United States,North America
OLJ,-14.88169956,166.55799869999998,Vanuatu,Oceania
OLL,-1.226666,15.91,Congo,Africa
OLM,46.9693985,-122.90299990000001,United States,North America
OLP,-30.48500061,136.87699890000002,Australia,Oceania
OLS,31.4177,-110.848,United States,North America
OLV,34.97869873,-89.78690338,United States,North America
OLZ,60.397498999999996,120.471001,Russia,Europe
OMA,41.3032,-95.89409599999999,United States,North America
OMB,-1.574730039,9.26268959,Gabon,Africa
OMC,11.05799961,124.5650024,Philippines,Asia
OMD,-28.5847,16.446699,Namibia,Africa
OME,64.5121994,-165.44500730000001,United States,North America
OMF,32.3564,36.259201000000004,Jordan,Asia
OMH,37.66809845,45.06869888,Iran,Asia
OMI,30.83519936,49.53490067,Iran,Asia
OMO,43.28290176,17.84589958,Bosnia and Herzegovina,Europe
OMR,47.02529907,21.90250015,Romania,Europe
OMS,54.96699905,73.3105011,Russia,Europe
OND,-17.878201,15.9526,Namibia,Africa
ONG,-16.66250038,139.1779938,Australia,Oceania
ONJ,40.19189835,140.3710022,Japan,Asia
ONK,68.514999,112.480003,Russia,Europe
ONO,44.02050018,-117.0139999,United States,North America
ONP,44.580399,-124.057999,United States,North America
ONQ,41.50640106,32.08860016,Turkey,Asia
ONS,-21.66830063,115.112999,Australia,Oceania
ONT,34.05599976,-117.60099790000001,United States,North America
ONX,9.356639862,-79.86740112,Panama,North America
OOK,60.54140091,-165.0870056,United States,North America
OOL,-28.164400099999998,153.50500490000002,Australia,Oceania
OOM,-36.30059814,148.973999,Australia,Oceania
OPF,25.906999999999996,-80.278397,United States,North America
OPO,41.24810028,-8.681389809,Portugal,Europe
OPS,-11.88500023,-55.58610916,Brazil,South America
OPU,-8.050000191,142.93299869999998,Papua New Guinea,Oceania
ORA,-23.15279961,-64.32920074,Argentina,South America
ORB,59.22370148,15.03800011,Sweden,Europe
ORD,41.9786,-87.9048,United States,North America
ORE,47.9878006,1.760560036,France,Europe
ORF,36.89459991,-76.20120239,United States,North America
ORG,5.8110800000000005,-55.190701000000004,Suriname,South America
ORH,42.26729965,-71.87570190000001,United States,North America
ORJ,4.725269794,-60.03499985,Guyana,South America
ORK,51.84130096,-8.491109847999999,Ireland,Europe
ORL,28.5455,-81.332901,United States,North America
ORN,35.62390137,-0.621182978,Algeria,Africa
ORP,-21.266701,25.3167,Botswana,Africa
ORT,62.96129989999999,-141.9290009,United States,North America
ORU,-17.96260071,-67.07620239,Bolivia,South America
ORV,66.81790161,-161.01899719999997,United States,North America
ORW,25.27470016,64.58599854,Pakistan,Asia
ORX,-1.7140799759999998,-55.83620071,Brazil,South America
ORY,48.7233333,2.3794444,France,Europe
OSC,44.451599,-83.39409599999999,United States,North America
OSD,63.19440079,14.50030041,Sweden,Europe
OSF,55.511667,37.507222,Russia,Europe
OSH,43.98440170000001,-88.55699921,United States,North America
OSI,45.46269989,18.81019974,Croatia,Europe
OSK,57.350497999999995,16.497999,Sweden,Europe
OSL,60.121,11.0502,Norway,Europe
OSM,36.305801,43.1474,Iraq,Asia
OSN,37.090599,127.029999,"Korea, Republic of",Asia
OSP,54.47890091,17.10750008,Poland,Europe
OSR,49.69630051,18.11109924,Czech Republic,Europe
OSS,40.60900116,72.79329681,Kyrgyzstan,Asia
OST,51.19889832,2.862220049,Belgium,Europe
OSU,40.0798,-83.072998,United States,North America
OSW,51.07249832,58.59560013,Russia,Europe
OSY,64.47219849,11.57859993,Norway,Europe
OTH,43.417099,-124.2460022,United States,North America
OTI,2.04598999,128.3249969,Indonesia,Asia
OTJ,-20.43470001,16.66080093,Namibia,Africa
OTK,45.41820145,-123.814003,United States,North America
OTM,41.10660172,-92.44789886,United States,North America
OTP,44.5711111,26.085,Romania,Europe
OTR,8.601559639,-82.96859741,Costa Rica,North America
OTU,7.01037,-74.7155,Colombia,South America
OTZ,66.88469696,-162.598999,United States,North America
OUA,12.3532,-1.51242,Burkina Faso,Africa
OUD,34.78720093,-1.9239900109999999,Morocco,Africa
OUE,1.615990043,16.03790092,Congo,Africa
OUH,-33.60699844,22.18899918,South Africa,Africa
OUK,60.4252,-0.75,United Kingdom,Europe
OUL,64.93009949,25.35460091,Finland,Europe
OUZ,22.75639915,-12.48359966,Mauritania,Africa
OVA,-24.23569475,45.30452728,Madagascar,Africa
OVB,55.01259995,82.65070343,Russia,Europe
OVD,43.56359863,-6.0346198079999995,Spain,Europe
OVG,-34.55490112,20.2507,South Africa,Africa
OVR,-36.88999939,-60.21659851,Argentina,South America
OVS,61.32662201,63.60191345,Russia,Europe
OWB,37.74010086,-87.16680145,United States,North America
OWD,42.19049835,-71.17289734,United States,North America
OXB,11.89480019,-15.65369987,Guinea-Bissau,Africa
OXC,41.47859955,-73.1352005,United States,North America
OXF,51.83689879999999,-1.320000052,United Kingdom,Europe
OXR,34.20080185,-119.2070007,United States,North America
OYA,-29.1058,-59.2189,Argentina,South America
OYE,1.5431100130000002,11.58139992,Gabon,Africa
OYK,3.8554899689999997,-51.79690170000001,Brazil,South America
OYL,3.4697199999999997,39.101397999999996,Kenya,Africa
OYO,-38.3869,-60.3297,Argentina,South America
OYP,3.897599936,-51.80410004,French Guiana,South America
OZA,30.73530006,-101.20300290000002,United States,North America
OZC,8.178509712,123.84200290000001,Philippines,Asia
OZG,30.32029915,-5.866670132,Morocco,Africa
OZH,47.86700058,35.31570053,Ukraine,Europe
OZP,37.17490005,-5.615940094,Spain,Europe
OZR,31.27569962,-85.71340179,United States,North America
OZZ,30.93910027,-6.909430027000001,Morocco,Africa
PAA,16.89369965,97.67459869,Myanmar,Asia
PAB,21.9884,82.111,India,Asia
PAC,8.973340034,-79.55560303,Panama,North America
PAD,51.61410141,8.616319656,Germany,Europe
PAE,47.90629959,-122.28199769999999,United States,North America
PAG,7.830731448,123.4611797,Philippines,Asia
PAH,37.06079865,-88.77380371,United States,North America
PAJ,33.90209961,70.07160187,Pakistan,Asia
PAL,5.48361,-74.6574,Colombia,South America
PAM,30.06959915,-85.57540131,United States,North America
PAN,6.785459995,101.1539993,Thailand,Asia
PAO,37.46110153,-122.1149979,United States,North America
PAP,18.57999992,-72.29250336,Haiti,North America
PAQ,61.594898,-149.08901,United States,North America
PAS,37.020495000000004,25.113195,Greece,Europe
PAT,25.59129906,85.08799744,India,Asia
PAV,-9.40087986,-38.25059891,Brazil,South America
PAX,19.93359947,-72.84860229,Haiti,North America
PAZ,20.60269928,-97.46080017,Mexico,North America
PBC,19.15810013,-98.37139893,Mexico,North America
PBD,21.64870071,69.65720367,India,Asia
PBF,34.1731,-91.9356,United States,North America
PBG,44.65090179,-73.4681015,United States,North America
PBH,27.40320015,89.42459869,Bhutan,Asia
PBI,26.68320084,-80.09559631,United States,North America
PBJ,-16.43899918,168.2570038,Vanuatu,Oceania
PBL,10.48050022,-68.07299805,Venezuela,South America
PBM,5.4528298379999995,-55.18780136,Suriname,South America
PBN,-10.72200012,13.76550007,Angola,Africa
PBO,-23.17110062,117.7450027,Australia,Oceania
PBP,9.856109619,-85.3707962,Costa Rica,North America
PBQ,-11.64159966,-61.17910004,Brazil,South America
PBR,15.7309,-88.583801,Guatemala,North America
PBU,27.32990074,97.42630005,Myanmar,Asia
PBZ,-34.08816017,23.32872343,South Africa,Africa
PCB,-6.3369598389999995,106.7649994,Indonesia,Asia
PCD,43.01929855,-91.123703,United States,North America
PCF,-26.67099953,27.08189964,South Africa,Africa
PCL,-8.377940178,-74.57430267,Peru,South America
PCN,-41.34609985,173.9559937,New Zealand,Oceania
PCP,1.662940025,7.411739826,Sao Tome and Principe,Africa
PCQ,21.6475,101.9,Lao People's Democratic Republic,Asia
PCR,6.1847199999999996,-67.4932,Colombia,South America
PCS,-7.0620598789999995,-41.52370071,Brazil,South America
PDA,3.85353,-67.9062,Colombia,South America
PDG,-0.786917,100.280998,Indonesia,Asia
PDK,33.87559891,-84.30200195,United States,North America
PDL,37.74119949,-25.69790077,Portugal,Europe
PDO,-3.286070108,103.8799973,Indonesia,Asia
PDP,-34.85509872,-55.09429932,Uruguay,South America
PDS,28.627399,-100.535004,Mexico,North America
PDT,45.69509888,-118.8410034,United States,North America
PDU,-32.36330032,-58.06190109,Uruguay,South America
PDV,42.067799,24.8508,Bulgaria,Europe
PDX,45.58869934,-122.59799960000001,United States,North America
PEA,-35.75584629,137.9628754,Australia,Oceania
PED,50.01340103,15.73859978,Czech Republic,Europe
PEE,57.91450119,56.02119827,Russia,Europe
PEF,54.15777969,13.77444363,Germany,Europe
PEG,43.095901,12.5132,Italy,Europe
PEH,-35.8446,-61.8576,Argentina,South America
PEI,4.81267,-75.7395,Colombia,South America
PEK,40.08010101,116.58499909999999,China,Asia
PEM,-12.61359978,-69.22859955,Peru,South America
PEN,5.297140121,100.2770004,Malaysia,Asia
PEQ,31.38240051,-103.5110016,United States,North America
PER,-31.94029999,115.96700290000001,Australia,Oceania
